Commune,Region,Departement,Nom_monument,Siecle,Latitude,Longitude;
Doussard,Auvergne-Rhone-Alpes,Haute-Savoie,maison Blain,15e siecle,45.7875711166, 6.23366182295;
Bourg-Saint-Maurice,Auvergne-Rhone-Alpes,Savoie,Chapelle Saint-Grat au hameau de Vulmix,15e siecle,45.615003, 6.763835 au hameau de Vulmix,15e siecle,45.615003, 6.763835;
Albertville,Auvergne-Rhone-Alpes,Savoie,Chateau Rouge à&nbsp Conflans,15e siecle,45.6706389762, 6.39875090082 Conflans,15e siecle,45.6706389762, 6.39875090082;
Val-d'Isere,Auvergne-Rhone-Alpes,Savoie,Eglise Saint-Bernard de Menthon,15e siecle,45.4477891845, 6.98155997919;
Bessans,Auvergne-Rhone-Alpes,Savoie,Eglise chapelles et oratoires,15e siecle,45.3202607269, 6.99524412605 chapelles et oratoires,15e siecle,45.3202607269, 6.99524412605;
Avrieux,Auvergne-Rhone-Alpes,Savoie,Chapelle de pelerinage Saint-Benoit,15e siecle,45.2185194967, 6.72770206831;
Le Bourget-du-Lac,Auvergne-Rhone-Alpes,Savoie,Ancien prieure,15e siecle,45.6472972195, 5.8614117144;
Ambert,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Saint-Jean,15e siecle,45.5508611088, 3.74009671463;
Billom,Auvergne-Rhone-Alpes,Puy-de-Dome,Mesure publique maison du Poids public et pont,15e siecle,45.7225390791, 3.33927625285 maison du Poids public et pont,15e siecle,45.7225390791, 3.33927625285;
Ternant-les-Eaux,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Sainte-Marguerite,15e siecle,45.4791836676, 3.13069938691;
Orcival,Auvergne-Rhone-Alpes,Puy-de-Dome,Chateau de Cordes,15e siecle,45.701624627, 2.8389686869;
Vertolaye,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise paroissiale Saint-Julien,15e siecle,45.6503870693, 3.70931903836;
Marat,Auvergne-Rhone-Alpes,Puy-de-Dome,Tour de Grippel,15e siecle,45.6715480366, 3.69909406722;
Besse-et-Saint-Anastaise,Auvergne-Rhone-Alpes,Puy-de-Dome,Ancien chateau du Bailli,15e siecle,45.5126863507, 2.93364372272;
Apchat,Auvergne-Rhone-Alpes,Puy-de-Dome,Manoir ou chateau,15e siecle,45.3898277461, 3.1462223194 ou chateau,15e siecle,45.3898277461, 3.1462223194;
Billom,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison ancienne dite Maison du Boucher,15e siecle,45.7232611738, 3.33832880503;
Thiers,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison dite de l'Homme des Bois,15e siecle,45.85320462, 3.54752183084;
Saint-Amant-Tallende,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison du 15e siecle,15e siecle,45.6684304874, 3.10674215524;
Champetieres,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Saint-Sebastien,15e siecle,45.5198833799, 3.69579536106;
Courpiere,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise de Courtesserre,15e siecle,45.7443301009, 3.51599770092;
Saint-Sulpice,Auvergne-Rhone-Alpes,Puy-de-Dome,Borne armoriee (egalement sur commune de Messeix),15e siecle,45.653178, 2.622073;
Espirat,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison sise au Nord-Ouest de la place de l'Eglise,15e siecle,45.7508981387, 3.33411533233;
Riom,Auvergne-Rhone-Alpes,Puy-de-Dome,Immeuble actuellement Musee des Arts et Traditions Populaires,15e siecle,45.8949108997, 3.11626762491 actuellement Musee des Arts et Traditions Populaires,15e siecle,45.8949108997, 3.11626762491;
Chanonat,Auvergne-Rhone-Alpes,Puy-de-Dome,Restes de l'ancien prieure des Templiers,15e siecle,45.691865044, 3.09726992629;
Thiers,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison d'angle à&nbsp pans de bois,15e siecle,45.8533162389, 3.5475407879 pans de bois,15e siecle,45.8533162389, 3.5475407879;
Champetieres,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Notre-Dame-de-Mons,15e siecle,45.5187769221, 3.66333200525;
Saint-Julien-de-Coppel,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Saint-Julien,15e siecle,45.6946078998, 3.30985603556;
Mirefleurs,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison Domat,15e siecle,45.6945558721, 3.22390676851;
Riom,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison Mazuer,15e siecle,45.8939048536, 3.11429312338;
Vic-le-Comte,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison en pans de bois au nord-ouest de la place du Vieux-Marche,15e siecle,45.643796136, 3.24593390316 au nord-ouest de la place du Vieux-Marche,15e siecle,45.643796136, 3.24593390316;
Villeneuve,Auvergne-Rhone-Alpes,Puy-de-Dome,Chateau de Villeneuve-Lembron,15e siecle,45.4780335511, 3.18602416991;
Billom,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison à&nbsp pans de bois au nord du chevet de l'eglise,15e siecle,45.722640765, 3.33787745416 pans de bois au nord du chevet de l'eglise,15e siecle,45.722640765, 3.33787745416;
Marat,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Saint-Clair,15e siecle,45.6589731587, 3.6821872631;
Cebazat,Auvergne-Rhone-Alpes,Puy-de-Dome,Cheminee dite Lanterne des Morts,15e siecle,45.8310065445, 3.09959153274;
Maringues,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison en pans de bois,15e siecle,45.9204075224, 3.32989247144;
Tours-sur-Meymont,Auvergne-Rhone-Alpes,Puy-de-Dome,Pont du Diable sur la Dore à&nbsp Giroux (egalement sur commune d'Olliergues),15e siecle,45.669758, 3.577987 sur la Dore à&nbsp Giroux (egalement sur commune d'Olliergues),15e siecle,45.669758, 3.577987; Giroux (egalement sur commune d'Olliergues),15e siecle,45.669758, 3.577987
Manglieu,Auvergne-Rhone-Alpes,Puy-de-Dome,Ancienne eglise paroissiale Notre-Dame,15e siecle,45.6113355093, 3.35148339117;
Thiers,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Saint-Jean,15e siecle,45.8511334992, 3.54956542919;
Saint-Saturnin,Auvergne-Rhone-Alpes,Puy-de-Dome,Porte des Boucheries,15e siecle,45.6597751891, 3.09250781;
Chateldon,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Saint-Sulpice,15e siecle,45.977800623, 3.51916120858;
Riom,Auvergne-Rhone-Alpes,Puy-de-Dome,Ancienne abbaye Saint-Amable,15e siecle,45.8936940473, 3.11150813733;
Le Monestier,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Saint-Antoine,15e siecle,45.5637251444, 3.6628035286;
Besse-et-Saint-Anastaise,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison dite de la reine Margot,15e siecle,45.5119745903, 2.93309780082;
Aubusson-d'Auvergne,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Notre-Dame d'Espinasse,15e siecle,45.7563330819, 3.59772449313;
Aigueperse,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison à&nbsp arcades,15e siecle,46.0216785271, 3.20184042551 arcades,15e siecle,46.0216785271, 3.20184042551;
Messeix,Auvergne-Rhone-Alpes,Puy-de-Dome,Borne armoriee (egalement sur commune de Saint-Sulpice),15e siecle,45.610619, 2.540966;
Effiat,Auvergne-Rhone-Alpes,Puy-de-Dome,Chateau de Denone,15e siecle,46.0529148302, 3.26437527705;
Saint-Saturnin,Auvergne-Rhone-Alpes,Puy-de-Dome,Ancien logis,15e siecle,45.6621516715, 3.09568442629;
Mozac,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise abbatiale Saint-Pierre,15e siecle,45.890526, 3.085755;
Ceilloux,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Notre-Dame de l'Assomption,15e siecle,45.652554328, 3.51423073404;
Saint-Jean-Saint-Gervais,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Saint-Jean-Baptiste,15e siecle,45.4144080853, 3.37448514012;
Billom,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison des Echevins,15e siecle,45.7229764916, 3.33737263321;
Saint-Bonnet-le-Chastel,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Saint-Bonnet,15e siecle,45.4506402513, 3.63452203525;
Billom,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison à&nbsp pans de bois,15e siecle,45.7227911391, 3.33940591784 pans de bois,15e siecle,45.7227911391, 3.33940591784;
Courpiere,Auvergne-Rhone-Alpes,Puy-de-Dome,Deux maisons,15e siecle,45.7549935688, 3.53794807241;
Chateldon,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison à&nbsp pans de bois à&nbsp etage en encorbellement,15e siecle,45.9770517649, 3.52013124179 pans de bois à&nbsp etage en encorbellement,15e siecle,45.9770517649, 3.52013124179;
Augnat,Auvergne-Rhone-Alpes,Puy-de-Dome,Chateau de Letz,15e siecle,45.4243218889, 3.16641497753;
Job,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Saint-Loup,15e siecle,45.6153561529, 3.74551238709;
Saurier,Auvergne-Rhone-Alpes,Puy-de-Dome,Pont du 15e siecle,15e siecle,45.5397367909, 3.04460569301;
Saint-Quentin-sur-Sauxillanges,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Saint-Quentin,15e siecle,45.5501001527, 3.39388117193;
Billom,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison à&nbsp pans de bois,15e siecle,45.722557106, 3.33799505891 pans de bois,15e siecle,45.722557106, 3.33799505891;
Billom,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison à&nbsp pans de bois,15e siecle,45.72236205, 3.33788217585 pans de bois,15e siecle,45.72236205, 3.33788217585;
Saint-Gervais-sous-Meymont,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Saint-Gervais et Saint-Protais,15e siecle,45.6900376337, 3.60732655672;
Saint-Romain,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Saint-Romain,15e siecle,45.4889167276, 3.89511173292;
Nonette,Auvergne-Rhone-Alpes,Puy-de-Dome,Chateau de Beaurecueil,15e siecle,45.4934188242, 3.2785260812;
Pontgibaud,Auvergne-Rhone-Alpes,Puy-de-Dome,Restes de l'enceinte de la ville,15e siecle,45.8335156108, 2.85275353038;
Marsac-en-Livradois,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Notre-Dame,15e siecle,45.4789657308, 3.72884200706;
Sermentizon,Auvergne-Rhone-Alpes,Puy-de-Dome,Chateau d'Aulteribe,15e siecle,45.7751008612, 3.49889926784;
Billom,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison dite du Chapitre,15e siecle,45.72195174, 3.33726059762;
Le Cheix,Auvergne-Rhone-Alpes,Puy-de-Dome,Pont sur la Morge dit Pont Romain,15e siecle,45.9550911078, 3.1659221296;
Besse-et-Saint-Anastaise,Auvergne-Rhone-Alpes,Puy-de-Dome,Beffroi,15e siecle,45.5110981714, 2.93259929709;
Le Crest,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison des Moines,15e siecle,45.6870004938, 3.12791122068;
Saint-Amant-Roche-Savine,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Saint-Barthelemy,15e siecle,45.5765532795, 3.63112236328;
Varennes-sur-Usson,Auvergne-Rhone-Alpes,Puy-de-Dome,Chateau de la Fouilhouze,15e siecle,45.5389640934, 3.33569533612;
Besse-et-Saint-Anastaise,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison des Boucheries,15e siecle,45.5121509908, 2.93324635276;
Vic-le-Comte,Auvergne-Rhone-Alpes,Puy-de-Dome,Ancien palais des Comtes d'Auvergne,15e siecle,45.6432557686, 3.24616532449;
Apchat,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Saint-Medard,15e siecle,45.3893959339, 3.14558742862;
Olliergues,Auvergne-Rhone-Alpes,Puy-de-Dome,Pont du Diable sur la Dore à&nbsp Giroux (egalement sur commune de Tours-sur-Meymont),15e siecle,45.6937493889, 3.58924041731 sur la Dore à&nbsp Giroux (egalement sur commune de Tours-sur-Meymont),15e siecle,45.6937493889, 3.58924041731; Giroux (egalement sur commune de Tours-sur-Meymont),15e siecle,45.6937493889, 3.58924041731
Mozac,Auvergne-Rhone-Alpes,Puy-de-Dome,Abbaye Saint-Pierre,15e siecle,45.8906170955, 3.0937269775;
Riom,Auvergne-Rhone-Alpes,Puy-de-Dome,Eglise Saint-Amable,15e siecle,45.8940795047, 3.11187886625;
Riom,Auvergne-Rhone-Alpes,Puy-de-Dome,Ancien monastere des Cordeliers puis Maison centrale,15e siecle,45.8952865489, 3.11482761737 puis Maison centrale,15e siecle,45.8952865489, 3.11482761737;
Ambert,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison du 15e siecle,15e siecle,45.5502345127, 3.74071834463;
Clermont-Ferrand,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison du 15e siecle,15e siecle,45.7784044582, 3.08431336741;
Clermont-Ferrand,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison à&nbsp Montferrand,15e siecle,45.793442648, 3.1125398493 à&nbsp Montferrand,15e siecle,45.793442648, 3.1125398493;
Clermont-Ferrand,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison à&nbsp Montferrand,15e siecle,45.7933423361, 3.11256867701 à&nbsp Montferrand,15e siecle,45.7933423361, 3.11256867701;
Clermont-Ferrand,Auvergne-Rhone-Alpes,Puy-de-Dome,Chateau de Rabanesse,15e siecle,45.7686946407, 3.08704157965;
Clermont-Ferrand,Auvergne-Rhone-Alpes,Puy-de-Dome,Maisons à&nbsp Montferrand,15e siecle,45.7933597644, 3.11227039009 à&nbsp Montferrand,15e siecle,45.7933597644, 3.11227039009;
Clermont-Ferrand,Auvergne-Rhone-Alpes,Puy-de-Dome,Ancienne halle aux toiles à&nbsp Montferrand,15e siecle,45.793450681, 3.1134870368 à&nbsp Montferrand,15e siecle,45.793450681, 3.1134870368;
Clermont-Ferrand,Auvergne-Rhone-Alpes,Puy-de-Dome,Oratoire,15e siecle,45.7774200829, 3.08668300646;
Clermont-Ferrand,Auvergne-Rhone-Alpes,Puy-de-Dome,Ancien couvent de la Visitation à&nbsp Montferrand,15e siecle,45.792690056, 3.11415698115 à&nbsp Montferrand,15e siecle,45.792690056, 3.11415698115;
Clermont-Ferrand,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison à&nbsp Montferrand,15e siecle,45.7933321818, 3.11267989493 à&nbsp Montferrand,15e siecle,45.7933321818, 3.11267989493;
Clermont-Ferrand,Auvergne-Rhone-Alpes,Puy-de-Dome,Maison à&nbsp Montferrand,15e siecle,45.7938238925, 3.11330075198 à&nbsp Montferrand,15e siecle,45.7938238925, 3.11330075198;
Locmine,Bretagne,Morbihan,Fontaine Saint-Colomban,17e siecle,47.8891518066, -2.83683693367;
Radenac,Bretagne,Morbihan,Fontaine Saint-Fiacre,17e siecle,47.9629516613, -2.72344755932;
Lanvaudan,Bretagne,Morbihan,Cimetiere,17e siecle,47.8993370059, -3.26257462173;
Erdeven,Bretagne,Morbihan,Chateau de Keraveon,17e siecle,47.6451645242, -3.14636137683;
Port-Louis,Bretagne,Morbihan,Fortifications de la ville : Bastion 17 dit Le Papegaut,17e siecle,47.7044866074, -3.35073808452;
Sarzeau,Bretagne,Morbihan,Maison Renaissance situee au Sud de l'eglise,17e siecle,47.527016716, -2.76855178419;
Les Fougerets,Bretagne,Morbihan,Cimetiere,17e siecle,47.7414317903, -2.21450533687;
Melrand,Bretagne,Morbihan,Calvaire sur socle et autel,17e siecle,47.9820596725, -3.11244502651;
Melrand,Bretagne,Morbihan,Puits de Kerhoh,17e siecle,48.006715337, -3.10291515661;
Le Faouet,Bretagne,Morbihan,Vieilles halles,17e siecle,48.0326445134, -3.48940300425;
Port-Louis,Bretagne,Morbihan,Fortifications de la ville : Citadelle et remparts,17e siecle,47.7036443471, -3.3541235538;
Inguiniel,Bretagne,Morbihan,Chapelle Saint-Claude,17e siecle,47.9422999032, -3.22923461909;
Cruguel,Bretagne,Morbihan,Fontaine de Saint-Brieuc,17e siecle,47.8789475732, -2.5956479839;
Questembert,Bretagne,Morbihan,Chapelle Saint-Vincent à&nbsp Saint-Doue,17e siecle,47.6737721072, -2.48498676192 Saint-Doue,17e siecle,47.6737721072, -2.48498676192;
Port-Louis,Bretagne,Morbihan,Fortifications de la ville : Esplanades des Patis et du Bois d'Amour,17e siecle,47.7083494482, -3.35954737415;
Ploermel,Bretagne,Morbihan,Ancien couvent des Carmelites,17e siecle,47.9308278697, -2.39533900758;
Malguenac,Bretagne,Morbihan,Cimetiere desaffecte,17e siecle,48.0797599222, -3.05137257985;
Silfiac,Bretagne,Morbihan,Chapelle Saint-Laurent,17e siecle,48.1344690032, -3.15479233952;
Malansac,Bretagne,Morbihan,Calvaire,17e siecle,47.6774001808, -2.29730541981;
Pontivy,Bretagne,Morbihan,Chapelle Sainte-Trephine,17e siecle,48.0643805042, -2.9869257954;
Brech,Bretagne,Morbihan,Chartreuse d'Auray,17e siecle,47.6841791766, -3.00178857892;
Questembert,Bretagne,Morbihan,Presbytere,17e siecle,47.665586253, -2.45328594979;
Langonnet,Bretagne,Morbihan,Chapelle Neuve et sa fontaine,17e siecle,48.1013043218, -3.5165291567;
Plumelec,Bretagne,Morbihan,Manoir de Cadoudal,17e siecle,47.8232197241, -2.65428546007;
Le Palais,Bretagne,Morbihan,Aiguade Vauban,17e siecle,47.3310630115, -3.14250621302;
Guenin,Bretagne,Morbihan,Cimetiere entourant l'eglise,17e siecle,47.907455461, -2.98101874264;
Port-Louis,Bretagne,Morbihan,Fontaine des Recollets,17e siecle,47.7057971921, -3.35660690154;
Auray,Bretagne,Morbihan,Eglise Saint-Gildas,17e siecle,47.6672792571, -2.98613697561;
Ploermel,Bretagne,Morbihan,Ancienne chapelle des Ursulines,17e siecle,47.930983745, -2.39532974384;
Surzur,Bretagne,Morbihan,Manoir de Cohanno,17e siecle,47.5625810574, -2.65846453526;
Locmariaquer,Bretagne,Morbihan,Nouveau cimetiere,17e siecle,47.5711936003, -2.9480801438;
Hennebont,Bretagne,Morbihan,Puits Ferre,17e siecle,47.8057526583, -3.27747738822;
Josselin,Bretagne,Morbihan,Deux maisons en pans de bois,17e siecle,47.9531780314, -2.54728361406;
Locmaria,Bretagne,Morbihan,Fort du Port-Maria,17e siecle,47.2941335738, -3.07736408279;
Le Faouet,Bretagne,Morbihan,Ancien couvent des Ursulines,17e siecle,48.0318369367, -3.49040169018;
Saint-Nicolas-du-Tertre,Bretagne,Morbihan,Cimetiere,17e siecle,47.8030666817, -2.22053280379;
Locmine,Bretagne,Morbihan,Eglise Saint-Sauveur ou Saint-Colomban,17e siecle,47.8877363716, -2.83676807184;
Sarzeau,Bretagne,Morbihan,Chateau de Kerampoul,17e siecle,47.5052894839, -2.68314334473;
Sainte-Anne-d'Auray,Bretagne,Morbihan,Site de la basilique de Sainte-Anne-d'Auray,17e siecle,47.7041651215, -2.95259562861;
Plumeliau,Bretagne,Morbihan,Calvaire de Port-Arthur,17e siecle,47.9683946253, -2.99646574908;
Saint-Caradec-Tregomel,Bretagne,Morbihan,Cimetiere,17e siecle,48.037022098, -3.34812655357;
Sauzon,Bretagne,Morbihan,batterie de Port-Blanc,17e siecle,47.3730989329, -3.21602639909;
Buleon,Bretagne,Morbihan,Cimetiere,17e siecle,47.9355729426, -2.67667330121;
Moreac,Bretagne,Morbihan,Calvaire du 17e siecle,17e siecle,47.920827454, -2.82080524344;
Ambon,Bretagne,Morbihan,Fontaine Sainte-Julitte,17e siecle,47.5895271009, -2.55380193412;
Caudan,Bretagne,Morbihan,Fontaine de Trescoet,17e siecle,47.838988826, -3.3180657327;
Beganne,Bretagne,Morbihan,Chateau de Lehelec,17e siecle,47.5884328615, -2.27764249865;
Saint-Martin,Bretagne,Morbihan,Chateau de Castellan,17e siecle,47.7547157961, -2.28176938795;
Plumergat,Bretagne,Morbihan,Chapelle Saint-Servais,17e siecle,47.7418283678, -2.91732920229;
Marzan,Bretagne,Morbihan,Moulin à&nbsp vent,17e siecle,47.5381427367, -2.33446672025 vent,17e siecle,47.5381427367, -2.33446672025;
La Chapelle-Caro,Bretagne,Morbihan,Chapelle Saint-Meen,17e siecle,47.8797062725, -2.39834762953;
Brech,Bretagne,Morbihan,Cimetiere,17e siecle,47.7205216593, -2.99479200804;
Guer,Bretagne,Morbihan,Chateau de Coetbo,17e siecle,47.8761371056, -2.12649312558;
Le Palais,Bretagne,Morbihan,Retranchement de Borbardoue,17e siecle,47.328466536, -3.13837591817;
Calan,Bretagne,Morbihan,Puits,17e siecle,47.8752333799, -3.32356434101;
Hennebont,Bretagne,Morbihan,Passerelle,17e siecle,47.8051992559, -3.27765903676;
Auray,Bretagne,Morbihan,Pont de Saint-Goustan,17e siecle,47.6664752796, -2.97946888885;
Plumelec,Bretagne,Morbihan,Calvaire de Callac,17e siecle,47.8064158253, -2.57291172958;
Saint-Ave,Bretagne,Morbihan,Chateau de Rulliac,17e siecle,47.7086730431, -2.73847563497;
Ploerdut,Bretagne,Morbihan,Chapelle Notre-Dame de Crenenan,17e siecle,48.0802415396, -3.23013954365;
Ploermel,Bretagne,Morbihan,Maison du 17e siecle,17e siecle,47.9324628109, -2.3993524712;
Moustoir-Ac,Bretagne,Morbihan,Ancien cimetiere,17e siecle,47.8548884726, -2.83494879814;
Duault,Bretagne,Cotes-d'Armor,Chateau de Rosvilliou,17e siecle,48.3697555213, -3.40150613797;
Perret,Bretagne,Cotes-d'Armor,Anciennes forges des Salles (egalement sur commune de Sainte-Brigitte dans le Morbihan),17e siecle,48.2007052142, -3.12609122003 dans le Morbihan),17e siecle,48.2007052142, -3.12609122003;
Megrit,Bretagne,Cotes-d'Armor,Ossuaire,17e siecle,48.374499399, -2.24943654267;
Moncontour,Bretagne,Cotes-d'Armor,Presbytere,17e siecle,48.3616425223, -2.63197986162;
Pontrieux,Bretagne,Cotes-d'Armor,Maison à&nbsp balcon pres du Trieux,17e siecle,48.697342832, -3.16019437304 balcon pres du Trieux,17e siecle,48.697342832, -3.16019437304;
Bringolo,Bretagne,Cotes-d'Armor,Eglise Notre-Dame,17e siecle,48.5767087072, -3.00313907288;
Pedernec,Bretagne,Cotes-d'Armor,Chapelle Notre-Dame de Lorette,17e siecle,48.5940204525, -3.272678188;
Saint-Brieuc,Bretagne,Cotes-d'Armor,Maison du 17e siecle,17e siecle,48.5149828947, -2.76507484184;
Quintin,Bretagne,Cotes-d'Armor,Deux maisons,17e siecle,48.4034639626, -2.90932769406;
Lanvellec,Bretagne,Cotes-d'Armor,Chapelle Notre-Dame-de-Pitie,17e siecle,48.5873337523, -3.50342835442;
Laniscat,Bretagne,Cotes-d'Armor,Eglise Saint-Gildas,17e siecle,48.2419890753, -3.12297875675;
Saint-Michel-en-Greve,Bretagne,Cotes-d'Armor,Eglise Saint-Michel,17e siecle,48.684661358, -3.56743441079;
Plouisy,Bretagne,Cotes-d'Armor,Manoir de Roudourou,17e siecle,48.566947634, -3.1624945554;
Lamballe,Bretagne,Cotes-d'Armor,Maison du 17e siecle,17e siecle,48.46946276, -2.51539566931;
Kergrist-Moelou,Bretagne,Cotes-d'Armor,Chapelle Saint-Lubin,17e siecle,48.2721961469, -3.31700139604;
Pledeliac,Bretagne,Cotes-d'Armor,Chateau du Guillier,17e siecle,48.4221472743, -2.3618468277;
Saint-Brieuc,Bretagne,Cotes-d'Armor,Maison du 17e siecle,17e siecle,48.5150734557, -2.76449196471;
Saint-Launeuc,Bretagne,Cotes-d'Armor,Chapelle de La Bruyere,17e siecle,48.2444825231, -2.33883417054;
Saint-Brieuc,Bretagne,Cotes-d'Armor,Maison du 17e siecle,17e siecle,48.515123026, -2.76570432547;
Plouzelambre,Bretagne,Cotes-d'Armor,Oratoire de Saint-Sylvestre,17e siecle,48.6440313521, -3.54735543263;
Dinan,Bretagne,Cotes-d'Armor,Ancien couvent des Benedictines,17e siecle,48.4515142249, -2.04251079335;
Guingamp,Bretagne,Cotes-d'Armor,Couvent des Ursulines,17e siecle,48.5607260235, -3.14701852748;
Bourseul,Bretagne,Cotes-d'Armor,Chateau de Beaubois,17e siecle,48.4294644488, -2.27595436944;
Plestin-les-Greves,Bretagne,Cotes-d'Armor,Manoir de Leslach,17e siecle,48.6580210482, -3.58189675939;
Plounerin,Bretagne,Cotes-d'Armor,Manoir,17e siecle,48.5673454542, -3.5417143384;
Pommerit-Jaudy,Bretagne,Cotes-d'Armor,Manoir de Coat-Nevenez,17e siecle,48.7107189907, -3.26180586127;
Plounerin,Bretagne,Cotes-d'Armor,Calvaire,17e siecle,48.567640845, -3.54136321555;
Pluduno,Bretagne,Cotes-d'Armor,Manoir de Boisfeuillet,17e siecle,48.5363250627, -2.27059576683;
Plouha,Bretagne,Cotes-d'Armor,Chateau de Lysandre,17e siecle,48.6593691099, -2.93981145488;
Saint-Quay-Perros,Bretagne,Cotes-d'Armor,Eglise Saint-Quay,17e siecle,48.7930992027, -3.44823286463;
Quintin,Bretagne,Cotes-d'Armor,Fontaine des Carmes,17e siecle,48.4045873786, -2.91244013254;
Plelan-le-Petit,Bretagne,Cotes-d'Armor,Ossuaire adosse au mur du cimetiere,17e siecle,48.4377035675, -2.22368025602 adosse au mur du cimetiere,17e siecle,48.4377035675, -2.22368025602;
Languedias,Bretagne,Cotes-d'Armor,Abbaye de Beaulieu,17e siecle,48.3939931493, -2.21192080213;
Hengoat,Bretagne,Cotes-d'Armor,Calvaire,17e siecle,48.7386081349, -3.20036248348;
Senven-Lehart,Bretagne,Cotes-d'Armor,Calvaire,17e siecle,48.4258286839, -3.06902285246;
Pommerit-le-Vicomte,Bretagne,Cotes-d'Armor,Eglise Notre-Dame,17e siecle,48.6200387152, -3.087702077;
Lamballe,Bretagne,Cotes-d'Armor,Deux maisons,17e siecle,48.4697865155, -2.51520044354;
Lannion,Bretagne,Cotes-d'Armor,Maison du 16e siecle dite Maison du Chapelier,17e siecle,48.7320989175, -3.45813321084 dite Maison du Chapelier,17e siecle,48.7320989175, -3.45813321084;
